dataset,esn,unit,flight_cycle,datetime,operator,depart_icao,destination_icao,hpc_eff_mod,hpc_flow_mod,tra,t2,t24,t30,t50,p2,p15,p30,nf,nc,epr,ps30,phi,nrf,nrc,bpr,farb,htbleed,nf_dmd,pcnfr_dmd,w31,w32,airport_icao,destination_latitude,destination_longitude,depart_latitude,depart_longitude,distance_between_airport_miles,?esn,rul
test_FD001,999197,97,61,5/8/2018 6:07,PGT,LTAI,LTFJ,-4.00E-04,-3.00E-04,100,518.67,642.44,1588.88,1400.95,14.62,21.61,553.6,2388.06,9069.22,1.3,47.2,522.04,2388,8146.96,8.3977,0.03,393,2388,100,38.86,23.4534,LTFJ,40.898,29.309,36.9,30.793,287.5158916,999197,95
test_FD001,999197,97,62,5/8/2018 9:34,PGT,LTFJ,LTBS,2.00E-04,3.00E-04,100,518.67,642.01,1589,1399.25,14.62,21.61,553.99,2388.02,9069.11,1.3,47.23,522.43,2388.01,8154.23,8.4599,0.03,391,2388,100,38.81,23.3692,LTBS,36.713,28.791,40.898,29.309,290.4951192,999197,95
test_FD001,999197,97,63,5/8/2018 11:15,PGT,LTBS,LTFJ,-0.0034,4.00E-04,100,518.67,642.41,1585.91,1406.05,14.62,21.61,554.77,2388.04,9064.82,1.3,47.33,522.22,2388.03,8156.36,8.432,0.03,392,2388,100,39.1,23.3494,LTFJ,40.898,29.309,36.713,28.791,290.4951192,999197,95
test_FD001,999197,97,64,5/8/2018 13:10,PGT,LTFJ,LTBS,-5.00E-04,-4.00E-04,100,518.67,642.35,1585.16,1401.57,14.62,21.61,554.25,2388.06,9063.18,1.3,47.4,522.04,2387.96,8146.98,8.3767,0.03,392,2388,100,39.12,23.363,LTBS,36.713,28.791,40.898,29.309,290.4951192,999197,95
test_FD001,999197,97,65,5/8/2018 14:48,PGT,LTBS,LTFJ,0.0017,1.00E-04,100,518.67,642.3,1587.1,1392.69,14.62,21.61,554.42,2388.02,9061.28,1.3,47.33,522,2387.93,8146.76,8.424,0.03,392,2388,100,39.06,23.4015,LTFJ,40.898,29.309,36.713,28.791,290.4951192,999197,95
test_FD001,999197,97,66,5/8/2018 22:51,PGT,LTFJ,LTAR,-4.00E-04,0,100,518.67,641.97,1587.72,1395.71,14.62,21.61,554.33,2388.05,9068.66,1.3,47.3,522.17,2388.02,8150.98,8.439,0.03,392,2388,100,38.95,23.4481,LTAR,39.814,36.903,40.898,29.309,406.6504868,999197,95
test_FD001,999197,97,67,5/9/2018 0:34,PGT,LTAR,LTFJ,9.00E-04,0,100,518.67,642.04,1585.91,1405.15,14.62,21.61,554.9,2387.97,9068.8,1.3,47.13,522.06,2388.02,8152.19,8.4352,0.03,392,2388,100,38.89,23.3754,LTFJ,40.898,29.309,39.814,36.903,406.6504868,999197,95
test_FD001,999197,97,68,5/9/2018 3:27,PGT,LTFJ,EBCI,9.00E-04,0,100,518.67,642.27,1587.31,1402.94,14.62,21.61,553.82,2388.02,9061.64,1.3,47.33,522.24,2388.02,8155.98,8.3975,0.03,393,2388,100,38.86,23.3532,EBCI,50.46,4.453,40.898,29.309,1360.424321,999197,95
test_FD001,999197,97,69,5/9/2018 7:52,PGT,EBCI,LTFJ,-0.0016,5.00E-04,100,518.67,642.55,1587.46,1398.28,14.62,21.61,554.29,2388.07,9062.97,1.3,47.29,522.03,2388.06,8151.87,8.4123,0.03,392,2388,100,38.82,23.4673,LTFJ,40.898,29.309,50.46,4.453,1360.424321,999197,95
test_FD001,999197,97,70,5/9/2018 12:32,PGT,LTFJ,LTAY,1.00E-04,5.00E-04,100,518.67,642.02,1585.05,1401.19,14.62,21.61,554.38,2388,9059.76,1.3,47.24,522.19,2387.97,8149.14,8.3983,0.03,392,2388,100,38.92,23.4297,LTAY,37.786,29.701,40.898,29.309,216.03504,999197,95
test_FD001,999197,97,71,5/9/2018 14:12,PGT,LTAY,LTFJ,0.0033,-2.00E-04,100,518.67,642.27,1579.37,1407.55,14.62,21.61,554.26,2388,9072.5,1.3,47.33,521.74,2388.03,8149.69,8.4176,0.03,392,2388,100,38.69,23.4167,LTFJ,40.898,29.309,37.786,29.701,216.03504,999197,95
test_FD001,999197,97,72,5/9/2018 16:07,PGT,LTFJ,LTDA,0.0012,3.00E-04,100,518.67,642.4,1580.79,1404.37,14.62,21.61,554.38,2388.01,9073.74,1.3,47.35,522.62,2388.02,8145.7,8.404,0.03,392,2388,100,38.95,23.4012,LTDA,36.372,36.299,40.898,29.309,489.7259093,999197,95
test_FD001,999197,97,73,5/9/2018 22:11,PGT,LTDA,LTFJ,-2.00E-04,0,100,518.67,642.49,1590.96,1397.91,14.62,21.61,553.63,2388.08,9062.46,1.3,47.42,522.07,2388.05,8144.29,8.4273,0.03,390,2388,100,38.97,23.3711,LTFJ,40.898,29.309,36.372,36.299,489.7259093,999197,95
test_FD001,999197,97,74,5/10/2018 1:14,PGT,LTFJ,LFPO,0.0014,2.00E-04,100,518.67,642.71,1582.93,1397.53,14.62,21.61,553.82,2387.98,9068.55,1.3,47.4,521.9,2388,8148.41,8.4306,0.03,390,2388,100,39.08,23.3664,LFPO,48.723,2.379,40.898,29.309,1417.056989,999197,95
test_FD001,999197,97,75,5/10/2018 5:41,PGT,LFPO,LTFJ,0.0039,1.00E-04,100,518.67,642.44,1584.64,1401.49,14.62,21.61,553.84,2388.06,9069.06,1.3,47.51,522.13,2388.06,8147.32,8.4013,0.03,393,2388,100,39.18,23.4266,LTFJ,40.898,29.309,48.723,2.379,1417.056989,999197,95
test_FD001,999197,97,76,5/10/2018 10:01,PGT,LTFJ,LTAU,-0.003,5.00E-04,100,518.67,642.04,1580.75,1405.87,14.62,21.61,553.89,2387.98,9068.93,1.3,47.21,522.31,2388,8147.34,8.3924,0.03,391,2388,100,39.12,23.3831,LTAU,38.77,35.495,40.898,29.309,359.525432,999197,95
test_FD001,999197,97,77,5/10/2018 11:54,PGT,LTAU,LTFJ,-2.00E-04,0,100,518.67,642.96,1583.9,1400.15,14.62,21.61,554.36,2388.01,9077.9,1.3,47.15,522.22,2387.97,8152.35,8.408,0.03,393,2388,100,38.86,23.4,LTFJ,40.898,29.309,38.77,35.495,359.525432,999197,95
test_FD001,999197,97,78,5/10/2018 15:03,PGT,LTFJ,ORBI,0.0013,5.00E-04,100,518.67,641.93,1586.78,1406.96,14.62,21.61,553.85,2388.03,9063.4,1.3,47.31,522.33,2388.03,8147.74,8.369,0.03,393,2388,100,38.85,23.4223,ORBI,33.263,44.235,40.898,29.309,975.2330831,999197,95
test_FD001,999197,97,79,5/10/2018 15:03,PGT,LTFJ,ORBI,0.0019,-1.00E-04,100,518.67,642.24,1585.72,1406.17,14.62,21.61,553.81,2387.99,9066.83,1.3,47.27,522.37,2388.04,8149.25,8.3575,0.03,391,2388,100,38.92,23.3334,ORBI,33.263,44.235,40.898,29.309,975.2330831,999197,95
test_FD001,999197,97,80,5/10/2018 19:22,PGT,ORBI,LTFJ,-6.00E-04,2.00E-04,100,518.67,641.95,1582.65,1397.57,14.62,21.61,554.34,2388.07,9069.34,1.3,47.32,522.1,2387.99,8151.43,8.4139,0.03,393,2388,100,38.96,23.3842,LTFJ,40.898,29.309,33.263,44.235,975.2330831,999197,95
test_FD001,999197,97,81,5/10/2018 19:22,PGT,ORBI,LTFJ,-0.0052,-3.00E-04,100,518.67,642.28,1583.49,1401.12,14.62,21.61,554.06,2388.07,9075.21,1.3,47.4,521.88,2388.04,8152.06,8.3931,0.03,392,2388,100,39,23.3721,LTFJ,40.898,29.309,33.263,44.235,975.2330831,999197,95
test_FD001,999197,97,82,5/10/2018 23:50,PGT,LTFJ,LTFE,0.0022,4.00E-04,100,518.67,642.31,1578.75,1401.23,14.62,21.61,554.14,2388.05,9066.73,1.3,47.26,521.4,2388.01,8149.03,8.4441,0.03,394,2388,100,38.94,23.3352,LTFE,37.247,27.681,40.898,29.309,266.9320599,999197,95
test_FD001,999197,97,83,5/11/2018 1:27,PGT,LTFE,LTFJ,-0.0026,0,100,518.67,641.92,1587.99,1405.52,14.62,21.61,554.42,2388.04,9068.29,1.3,47.2,522.14,2388.02,8146.49,8.4282,0.03,392,2388,100,38.84,23.3595,LTFJ,40.898,29.309,37.247,27.681,266.9320599,999197,95
test_FD001,999197,97,84,5/11/2018 3:45,PGT,LTFJ,EHAM,0,-2.00E-04,100,518.67,641.83,1589.44,1407.83,14.62,21.61,553.54,2387.98,9072.3,1.3,47.41,522.83,2388.05,8145.1,8.3971,0.03,391,2388,100,38.9,23.374,EHAM,52.308,4.764,40.898,29.309,1395.899183,999197,95
test_FD001,999200,100,43,7/6/2018 19:35,PGT,EDDK,LTFJ,-1.00E-04,4.00E-04,100,518.67,642.23,1583.14,1402.71,14.62,21.61,554.4,2388.03,9050.4,1.3,47.33,522.45,2388.04,8136.08,8.376,0.03,393,2388,100,39.13,23.3468,LTFJ,40.898,29.309,50.866,7.143,1261.606834,999200,20
test_FD001,999200,100,49,7/7/2018 2:30,PGT,LTFJ,LFLL,-0.0012,2.00E-04,100,518.67,641.99,1581.69,1399.29,14.62,21.61,554.05,2388.05,9060.27,1.3,47.23,522.19,2388,8138.52,8.4298,0.03,391,2388,100,38.87,23.3822,LFLL,45.726,5.081,40.898,29.309,1257.46523,999200,20
test_FD001,999200,100,51,7/7/2018 7:38,PGT,LFLL,LTFJ,-0.0013,-3.00E-04,100,518.67,641.88,1585.62,1392.98,14.62,21.61,554.55,2387.97,9055.66,1.3,47.21,522.14,2387.99,8139.44,8.3836,0.03,391,2388,100,39.05,23.3643,LTFJ,40.898,29.309,45.726,5.081,1257.46523,999200,20
test_FD001,999200,100,53,7/7/2018 11:41,PGT,LTFJ,LTAC,-9.00E-04,1.00E-04,100,518.67,642.21,1592.82,1408.26,14.62,21.61,554.32,2388,9061.3,1.3,47.35,521.86,2388.03,8135.55,8.4105,0.03,392,2388,100,38.91,23.444,LTAC,40.128,32.995,40.898,29.309,200.7789176,999200,20
test_FD001,999200,100,55,7/7/2018 13:20,PGT,LTAC,LCEN,-9.00E-04,-3.00E-04,100,518.67,641.6,1587.48,1398.22,14.62,21.61,554.1,2388.08,9055.04,1.3,47.29,522.68,2388.04,8139.6,8.4241,0.03,392,2388,100,39.07,23.4764,LCEN,35.149,33.5,40.128,32.995,345.1207299,999200,20
test_FD001,999200,100,57,7/7/2018 14:55,PGT,LCEN,LTAC,0.0013,-2.00E-04,100,518.67,642.21,1591.18,1404.45,14.62,21.61,553.85,2388.05,9052.37,1.3,47.23,522.22,2388.07,8136.23,8.4056,0.03,390,2388,100,39.01,23.4482,LTAC,40.128,32.995,35.149,33.5,345.1207299,999200,20
test_FD001,999200,100,59,7/7/2018 16:59,PGT,LTAC,OJAI,0.0029,1.00E-04,100,518.67,642.35,1580.34,1400.6,14.62,21.61,554.34,2388.03,9052.12,1.3,47.24,521.81,2388.03,8140.67,8.3961,0.03,392,2388,100,38.7,23.4342,OJAI,31.723,35.993,40.128,32.995,604.3584645,999200,20
test_FD001,999200,100,61,7/7/2018 19:11,PGT,OJAI,LTAC,0.001,-3.00E-04,100,518.67,641.95,1590.2,1394.42,14.62,21.61,554.52,2388.03,9054.43,1.3,47.54,522.86,2388.05,8135.15,8.3737,0.03,392,2388,100,39.03,23.2548,LTAC,40.128,32.995,31.723,35.993,604.3584645,999200,20
test_FD001,999194,94,30,1/7/2018 1:42,PGT,LTFJ,LHBP,-0.0028,2.00E-04,100,518.67,643.01,1592.6,1404.37,14.62,21.61,553.02,2388.11,9064.95,1.3,47.59,521.09,2388.1,8136.75,8.467,0.03,395,2388,100,38.95,23.3347,LHBP,47.439,19.262,40.898,29.309,671.4478447,999194,58
test_FD001,999194,94,31,1/7/2018 4:32,PGT,LHBP,LTFJ,-0.0033,0,100,518.67,642.45,1588.28,1409.29,14.62,21.61,553.72,2388.09,9059.48,1.3,47.39,521.43,2388.11,8139.15,8.4246,0.03,393,2388,100,38.81,23.3569,LTFJ,40.898,29.309,47.439,19.262,671.4478447,999194,58
test_FD001,999194,94,32,1/7/2018 7:10,PGT,LTFJ,LTCG,6.00E-04,2.00E-04,100,518.67,642.44,1586.06,1405.09,14.62,21.61,554.05,2388.01,9061.97,1.3,47.62,521.39,2388.12,8140.21,8.4552,0.03,393,2388,100,38.89,23.395,LTCG,40.996,39.785,40.898,29.309,546.4272826,999194,58
test_FD001,999194,94,33,1/7/2018 9:08,PGT,LTCG,LTFJ,-5.00E-04,-2.00E-04,100,518.67,642.24,1587.68,1406.96,14.62,21.61,553.06,2388.08,9063.95,1.3,47.56,521.63,2388.1,8138.99,8.4335,0.03,393,2388,100,38.86,23.2206,LTFJ,40.898,29.309,40.996,39.785,546.4272826,999194,58
test_FD001,999194,94,34,1/7/2018 11:54,PGT,LTFJ,LTCG,-0.0034,-5.00E-04,100,518.67,642.74,1588.66,1406.43,14.62,21.61,553.96,2388.07,9059.35,1.3,47.58,521.1,2388.08,8139.57,8.4461,0.03,393,2388,100,38.81,23.3368,LTCG,40.996,39.785,40.898,29.309,546.4272826,999194,58
test_FD001,999194,94,35,1/7/2018 13:52,PGT,LTCG,LTFJ,0.0022,-5.00E-04,100,518.67,642.52,1589.21,1400.67,14.62,21.61,554,2388.13,9058.02,1.3,47.59,521.75,2388.07,8148.26,8.4411,0.03,393,2388,100,38.62,23.2857,LTFJ,40.898,29.309,40.996,39.785,546.4272826,999194,58
test_FD001,999194,94,37,1/7/2018 20:49,PGT,LTFJ,LTAT,0.0036,3.00E-04,100,518.67,642.74,1584.18,1397.15,14.62,21.61,554.03,2388.05,9066.67,1.3,47.52,521.56,2388.11,8141.73,8.4423,0.03,394,2388,100,38.91,23.369,LTAT,38.432,38.083,40.898,29.309,496.5178975,999194,58
test_FD001,999194,94,38,1/7/2018 23:07,PGT,LTAT,LTFJ,6.00E-04,4.00E-04,100,518.67,642.52,1596.99,1402.87,14.62,21.61,552.88,2388.08,9059.03,1.3,47.52,521.52,2388.09,8135.63,8.4608,0.03,393,2388,100,38.87,23.3412,LTFJ,40.898,29.309,38.432,38.083,496.5178975,999194,58
test_FD001,999194,94,39,1/8/2018 1:46,PGT,LTFJ,ENGM,-4.00E-04,4.00E-04,100,518.67,642.66,1587.83,1411.52,14.62,21.61,553,2388.11,9061.07,1.3,47.3,521.74,2388.02,8138.72,8.43,0.03,393,2388,100,38.69,23.3626,ENGM,60.203,11.084,40.898,29.309,1543.698142,999194,58
test_FD001,999194,94,40,1/8/2018 6:32,PGT,ENGM,LTFJ,0.0037,1.00E-04,100,518.67,642.54,1593.22,1404.09,14.62,21.61,553.75,2388.12,9058.34,1.3,47.47,521.97,2388.12,8137.65,8.4098,0.03,393,2388,100,38.93,23.0872,LTFJ,40.898,29.309,60.203,11.084,1543.698142,999194,58
test_FD001,999194,94,41,1/8/2018 9:50,PGT,LTFJ,LTAF,-9.00E-04,-2.00E-04,100,518.67,642.85,1580.81,1410.83,14.62,21.61,553.24,2388.06,9059.65,1.3,47.44,521.13,2388.08,8139.1,8.4492,0.03,392,2388,100,38.94,23.2761,LTAF,36.982,35.28,40.898,29.309,419.5483579,999194,58
test_FD001,999194,94,42,1/8/2018 11:00,PGT,LTFJ,LTAF,-0.0011,0,100,518.67,642.36,1588.13,1413.88,14.62,21.61,553.65,2388.03,9056.57,1.3,47.57,521.88,2388.06,8136.1,8.4292,0.03,394,2388,100,39.1,23.2371,LTAF,36.982,35.28,40.898,29.309,419.5483579,999194,58
test_FD001,999194,94,43,1/8/2018 12:31,PGT,LTAF,LTFJ,-0.0032,1.00E-04,100,518.67,642.51,1584.15,1406.58,14.62,21.61,553.18,2388.09,9049.85,1.3,47.49,521.74,2388.08,8139.46,8.4218,0.03,394,2388,100,38.66,23.3468,LTFJ,40.898,29.309,36.982,35.28,419.5483579,999194,58
test_FD001,999194,94,44,1/8/2018 20:49,PGT,LTFJ,LTAI,-0.002,3.00E-04,100,518.67,642.33,1589.09,1407.44,14.62,21.61,554.09,2388.09,9050.86,1.3,47.37,521.47,2388.09,8143.5,8.4136,0.03,392,2388,100,38.95,23.421,LTAI,36.9,30.793,40.898,29.309,287.5158916,999194,58
test_FD001,999194,94,45,1/8/2018 21:48,PGT,LTFJ,LTAI,-0.002,1.00E-04,100,518.67,642.23,1585.87,1403.48,14.62,21.61,553.33,2388.11,9058.61,1.3,47.51,521.63,2388.09,8139.22,8.4613,0.03,393,2388,100,38.92,23.2048,LTAI,36.9,30.793,40.898,29.309,287.5158916,999194,58
test_FD001,999194,94,46,1/8/2018 22:10,PGT,LTAI,LTFJ,0.0022,-3.00E-04,100,518.67,642.64,1586.87,1412.78,14.62,21.61,554.05,2388.05,9057.47,1.3,47.37,521.4,2388.04,8138.12,8.45,0.03,393,2388,100,38.84,23.3612,LTFJ,40.898,29.309,36.9,30.793,287.5158916,999194,58
test_FD001,999194,94,47,1/8/2018 23:32,PGT,LTAI,LTFJ,0.0039,-1.00E-04,100,518.67,642.97,1592.31,1407.8,14.62,21.61,553.13,2388.08,9054.54,1.3,47.32,520.95,2388.15,8140.22,8.4129,0.03,393,2388,100,38.8,23.3381,LTFJ,40.898,29.309,36.9,30.793,287.5158916,999194,58
test_FD001,999194,94,48,1/9/2018 0:45,PGT,LTFJ,ESSA,0.0025,-5.00E-04,100,518.67,642.86,1587.68,1408.24,14.62,21.61,553.13,2388.1,9055.55,1.3,47.49,521.7,2388.04,8140.69,8.3975,0.03,393,2388,100,38.9,23.3773,ESSA,59.652,17.919,40.898,29.309,1385.404892,999194,58
test_FD001,999194,94,49,1/9/2018 2:06,PGT,LTFJ,ESSA,-8.00E-04,2.00E-04,100,518.67,642.76,1595.67,1401.82,14.62,21.61,553.31,2388.07,9058.94,1.3,47.65,521.4,2388.08,8133.79,8.4352,0.03,394,2388,100,38.86,23.2507,ESSA,59.652,17.919,40.898,29.309,1385.404892,999194,58
test_FD001,999194,94,50,1/9/2018 6:32,PGT,ESSA,LTFJ,-0.0033,-1.00E-04,100,518.67,643.05,1582.96,1405.3,14.62,21.61,553.33,2388.08,9057.87,1.3,47.56,520.92,2388.1,8137.7,8.4498,0.03,393,2388,100,38.8,23.2768,LTFJ,40.898,29.309,59.652,17.919,1385.404892,999194,58
test_FD001,999194,94,51,1/9/2018 12:50,PGT,LTFJ,URKK,-0.0045,-3.00E-04,100,518.67,642.58,1586.77,1413.82,14.62,21.61,554.08,2388.07,9057.33,1.3,47.47,521.08,2388.11,8137.8,8.4542,0.03,392,2388,100,38.69,23.318,URKK,45.035,39.17,40.898,29.309,574.1033039,999194,58
test_FD001,999194,94,52,1/9/2018 14:11,PGT,LTFJ,URKK,-0.001,-3.00E-04,100,518.67,642.66,1595.5,1406.07,14.62,21.61,552.98,2388.11,9056.52,1.3,47.53,521.62,2388.06,8139.81,8.4288,0.03,392,2388,100,38.72,23.2555,URKK,45.035,39.17,40.898,29.309,574.1033039,999194,58
test_FD001,999194,94,53,1/9/2018 18:50,PGT,URKK,LTFJ,0.0016,1.00E-04,100,518.67,642.93,1589.09,1401.83,14.62,21.61,554.25,2388.09,9060.73,1.3,47.57,521.69,2388.13,8139.58,8.4307,0.03,393,2388,100,38.88,23.4646,LTFJ,40.898,29.309,45.035,39.17,574.1033039,999194,58
test_FD001,999194,94,54,1/9/2018 20:11,PGT,URKK,LTFJ,0.0021,1.00E-04,100,518.67,642.63,1587.21,1403.84,14.62,21.61,554.5,2388.13,9058.66,1.3,47.55,521.73,2388.11,8135.07,8.428,0.03,394,2388,100,38.86,23.3396,LTFJ,40.898,29.309,45.035,39.17,574.1033039,999194,58
test_FD001,999194,94,55,1/9/2018 22:00,PGT,LTFJ,LTAJ,-0.001,1.00E-04,100,518.67,642.6,1582.63,1411.67,14.62,21.61,552.94,2388.1,9054.45,1.3,47.33,521.63,2388.18,8140.44,8.4157,0.03,395,2388,100,38.79,23.2669,LTAJ,36.948,37.479,40.898,29.309,516.7192714,999194,58
test_FD001,999194,94,56,1/9/2018 23:18,PGT,LTFJ,LTAJ,9.00E-04,-2.00E-04,100,518.67,642.14,1588.57,1408.71,14.62,21.61,554.21,2388.15,9063.52,1.3,47.5,521.93,2388.08,8143.12,8.4174,0.03,392,2388,100,38.82,23.3291,LTAJ,36.948,37.479,40.898,29.309,516.7192714,999194,58
test_FD001,999162,62,190,1/25/2018 12:15,PGT,LTAF,LTFJ,0.0012,-2.00E-04,100,518.67,642.51,1593.08,1398.02,14.62,21.61,553.46,2388.06,9070.21,1.3,47.32,522.23,2387.98,8150.05,8.4361,0.03,391,2388,100,38.82,23.383,LTFJ,40.898,29.309,36.982,35.28,419.5483579,999162,57
test_FD001,999162,62,191,1/25/2018 13:24,PGT,LTAF,LTFJ,-0.0027,3.00E-04,100,518.67,642.47,1588.45,1403.3,14.62,21.61,553.63,2388.07,9071.3,1.3,47.38,521.93,2388.06,8155.21,8.4271,0.03,392,2388,100,38.59,23.3866,LTFJ,40.898,29.309,36.982,35.28,419.5483579,999162,57
test_FD001,999162,62,192,1/25/2018 21:53,PGT,LTFJ,LTFE,0.0017,-1.00E-04,100,518.67,642.19,1590,1413.25,14.62,21.61,554.17,2387.94,9071.99,1.3,47.53,522.33,2387.99,8150.11,8.4312,0.03,392,2388,100,38.95,23.2839,LTFE,37.247,27.681,40.898,29.309,266.9320599,999162,57
test_FD001,999162,62,193,1/25/2018 23:37,PGT,LTFE,LTFJ,0.0012,-4.00E-04,100,518.67,642.16,1586.7,1405.59,14.62,21.61,554.4,2388.05,9073.32,1.3,47.61,522.01,2388.04,8147.23,8.4147,0.03,392,2388,100,39.11,23.2548,LTFJ,40.898,29.309,37.247,27.681,266.9320599,999162,57
test_FD001,999162,62,194,1/26/2018 6:31,PGT,LEBL,LTFJ,0.0012,4.00E-04,100,518.67,642.45,1587.71,1410.07,14.62,21.61,554.45,2388.02,9068.79,1.3,47.31,521.86,2388.05,8153.55,8.4159,0.03,393,2388,100,38.82,23.4531,LTFJ,40.898,29.309,41.297,2.078,1412.292155,999162,57
test_FD001,999162,62,195,1/26/2018 7:31,PGT,LEBL,LTFJ,5.00E-04,2.00E-04,100,518.67,642.43,1580.83,1410.14,14.62,21.61,554.11,2388.04,9070.59,1.3,47.51,521.93,2388.01,8152.36,8.4215,0.03,392,2388,100,38.75,23.2943,LTFJ,40.898,29.309,41.297,2.078,1412.292155,999162,57
test_FD001,999162,62,196,1/26/2018 12:45,PGT,LTAU,LTFJ,0.0048,-3.00E-04,100,518.67,642.49,1589.1,1399.54,14.62,21.61,553.97,2388.05,9075.09,1.3,47.4,521.9,2388.01,8153.73,8.4442,0.03,394,2388,100,39.1,23.333,LTFJ,40.898,29.309,38.77,35.495,359.525432,999162,57
test_FD001,999162,62,197,1/26/2018 20:48,PGT,LTFJ,LTAC,0.0025,-2.00E-04,100,518.67,642.16,1585.17,1410.88,14.62,21.61,553.81,2388,9082.02,1.3,47.46,521.65,2388.03,8153.56,8.413,0.03,392,2388,100,38.78,23.3947,LTAC,40.128,32.995,40.898,29.309,200.7789176,999162,57
test_FD001,999162,62,198,1/26/2018 21:48,PGT,LTFJ,LTAC,2.00E-04,1.00E-04,100,518.67,642.47,1587.93,1406.43,14.62,21.61,554.21,2388.1,9077.77,1.3,47.34,521.87,2388.01,8157.97,8.4148,0.03,393,2388,100,38.83,23.3336,LTAC,40.128,32.995,40.898,29.309,200.7789176,999162,57
test_FD001,999162,62,199,1/26/2018 23:18,PGT,LTAC,LTFJ,-0.0013,1.00E-04,100,518.67,642.73,1589.39,1411.17,14.62,21.61,553.89,2388.04,9070.11,1.3,47.54,521.69,2388.04,8155.68,8.4156,0.03,392,2388,100,38.88,23.2547,LTFJ,40.898,29.309,40.128,32.995,200.7789176,999162,57
test_FD001,999162,62,200,1/27/2018 0:05,PGT,LTFJ,EDDL,-0.003,4.00E-04,100,518.67,642.8,1586.28,1403.39,14.62,21.61,554.32,2388.05,9078.26,1.3,47.29,521.58,2388.03,8151.14,8.4035,0.03,391,2388,100,39.02,23.4022,EDDL,51.281,6.757,40.898,29.309,1288.82326,999162,57
test_FD001,999162,62,201,1/27/2018 1:39,PGT,LTFJ,EDDL,-0.0013,-2.00E-04,100,518.67,642.75,1584.2,1407.17,14.62,21.61,554.58,2388.02,9078.77,1.3,47.14,522.25,2388.04,8153.45,8.4144,0.03,394,2388,100,38.97,23.2968,EDDL,51.281,6.757,40.898,29.309,1288.82326,999162,57
test_FD001,999162,62,202,1/27/2018 6:06,PGT,EDDL,LTFJ,-0.0011,-5.00E-04,100,518.67,642.1,1586.58,1407.65,14.62,21.61,553.28,2388.06,9076.61,1.3,47.55,521.48,2388.01,8155.13,8.4566,0.03,392,2388,100,38.76,23.3442,LTFJ,40.898,29.309,51.281,6.757,1288.82326,999162,57
test_FD001,999162,62,203,1/27/2018 11:15,PGT,LTBJ,LTFJ,-9.00E-04,0,100,518.67,642.43,1584.76,1406.82,14.62,21.61,553.85,2388.02,9074.77,1.3,47.48,521.57,2388.01,8153.39,8.4323,0.03,394,2388,100,38.95,23.3824,LTFJ,40.898,29.309,38.289,27.155,213.6350302,999162,57
test_FD001,999162,62,204,1/28/2018 0:30,PGT,LTFJ,EHAM,0.0018,0,100,518.67,642.17,1587,1405.87,14.62,21.61,553.7,2388.04,9074.03,1.3,47.67,521.85,2388,8151.66,8.4273,0.03,393,2388,100,39.07,23.3254,EHAM,52.308,4.764,40.898,29.309,1395.899183,999162,57
test_FD001,999162,62,206,1/28/2018 6:58,PGT,EHAM,LTFJ,0.005,2.00E-04,100,518.67,643.08,1587.44,1405.02,14.62,21.61,553.51,2388.05,9078.89,1.3,47.61,521.74,2388.03,8157.88,8.4303,0.03,391,2388,100,38.86,23.4007,LTFJ,40.898,29.309,52.308,4.764,1395.899183,999162,57
test_FD001,999162,62,207,1/28/2018 11:13,PGT,LTFJ,LTAC,-0.0018,-3.00E-04,100,518.67,642.59,1591.32,1408.19,14.62,21.61,554.03,2388.07,9078.49,1.3,47.34,521.9,2388,8156.44,8.4232,0.03,393,2388,100,38.78,23.2802,LTAC,40.128,32.995,40.898,29.309,200.7789176,999162,57
test_FD001,999162,62,208,1/28/2018 12:42,PGT,LTAC,LTFJ,0.0028,-5.00E-04,100,518.67,642.75,1588,1399.25,14.62,21.61,553.38,2388.05,9079.46,1.3,47.37,521.8,2388.1,8155.84,8.4185,0.03,392,2388,100,38.86,23.313,LTFJ,40.898,29.309,40.128,32.995,200.7789176,999162,57
test_FD001,999162,62,209,1/28/2018 14:36,PGT,LTFJ,LTAI,-0.0013,-2.00E-04,100,518.67,642.73,1591.24,1405.18,14.62,21.61,552.85,2388.04,9073.38,1.3,47.43,521.68,2388.01,8159.3,8.4471,0.03,393,2388,100,38.8,23.3422,LTAI,36.9,30.793,40.898,29.309,287.5158916,999162,57
test_FD001,999162,62,210,1/28/2018 19:55,PGT,LTAI,LTFJ,7.00E-04,-4.00E-04,100,518.67,641.61,1593.34,1414.26,14.62,21.61,553.24,2388.05,9082.38,1.3,47.44,521.66,2388.03,8165.49,8.4357,0.03,391,2388,100,38.85,23.3099,LTFJ,40.898,29.309,36.9,30.793,287.5158916,999162,57
test_FD001,999162,62,211,1/28/2018 21:14,PGT,LTAI,LTFJ,0.005,-3.00E-04,100,518.67,642.65,1584.06,1403.8,14.62,21.61,554.67,2388.08,9075.58,1.3,47.52,522.48,2388.05,8159.21,8.4712,0.03,391,2388,100,38.81,23.3914,LTFJ,40.898,29.309,36.9,30.793,287.5158916,999162,57
test_FD001,999162,62,212,1/28/2018 22:22,PGT,LTFJ,LTAI,3.00E-04,-4.00E-04,100,518.67,642.44,1594.16,1408.79,14.62,21.61,553.68,2388.09,9081.14,1.3,47.49,522.25,2388.01,8157.75,8.4537,0.03,393,2388,100,38.94,23.2947,LTAI,36.9,30.793,40.898,29.309,287.5158916,999162,57
